,PC.name,State.name,Candidate.Name,Candidate.Sex,Candidate.Category,Candidate.Age,Party.Abbreviation,Total.Votes.Polled,Position,Total.voters,Total_Electors,TOT_CONTESTANT,POLL.PERCENTAGE,Total.Persons,Total.HinduPersons,Total.Muslim.Persons,Sex.Ratio..per.1000.,Average.Literacy,Incumbency,Education,Total.Assets,Women,Winner,Criminal.Case,SeriousCrime
1123,Gadchiroli-Chimur,Maharashtra,ASHOK MAHADEORAO NETE,M,ST,45,BJP,293176,2,837880,1285387,11,65.18503766,1072942,927411,21063,982,74.36,0,12th Pass,14429139,0,0,9,0
1124,Gadchiroli-Chimur,Maharashtra,ATRAM RAJE SATYAWANRAO,M,ST,58,BSP,135756,3,837880,1285387,11,65.18503766,1072942,927411,21063,982,74.36,0,Graduate,13480016,0,0,2,0
1125,Gadchiroli-Chimur,Maharashtra,NAMDEO ANANDRAO KANNAKE,M,ST,50,CPI,23001,5,837880,1285387,11,65.18503766,1072942,927411,21063,982,74.36,0,Post Graduate,3985000,0,0,0,0
1126,Gadchiroli-Chimur,Maharashtra,VIJAY SURAJSING MADAVI,M,ST,39,GGP,7953,7,837880,1285387,11,65.18503766,1072942,927411,21063,982,74.36,0,12th Pass,0,0,0,0,0
1127,Gadchiroli-Chimur,Maharashtra,PENDAM DIWAKAR GULAB,M,ST,38,BBM,7240,8,837880,1285387,11,65.18503766,1072942,927411,21063,982,74.36,0,8th Pass,2025000,0,0,0,0
1128,Gadchiroli-Chimur,Maharashtra,PROFFESOR KHANDALE KAWDU TULSHIRAM,M,ST,69,KKJHS,4972,9,837880,1285387,11,65.18503766,1072942,927411,21063,982,74.36,0,Not Given,0,0,0,0,0
1129,Gadchiroli-Chimur,Maharashtra,PENDAM PURUSHOTTAM ZITUJI,M,ST,35,DESEP,4392,10,837880,1285387,11,65.18503766,1072942,927411,21063,982,74.36,0,10th Pass,50000,0,0,0,0
1130,Gadchiroli-Chimur,Maharashtra,ADV. DADMAL PRABHAKAR MAHAGUJI,M,ST,54,PRBP,4228,11,837880,1285387,11,65.18503766,1072942,927411,21063,982,74.36,0,Post Graduate,1506000,0,0,0,0
1131,Hatkanangle,Maharashtra,SHETTI RAJU ALIAS DEVAPPA ANNA,M,GEN,41,SWP,481025,1,979460,1458560,10,67.15253401,2822143,2440312,239607,966,81.48,0,10th Pass,2253785,0,1,0,0
1132,Hatkanangle,Maharashtra,MANE NIVEDITA SAMBHAJIRAO,F,GEN,45,NCP,385965,2,979460,1458560,10,67.15253401,2822143,2440312,239607,966,81.48,0,Graduate,30170798,1,0,0,0
1133,Hatkanangle,Maharashtra,RAGHUNATH RAMCHANDRA PATIL,M,GEN,58,SHS,55050,3,979460,1458560,10,67.15253401,2822143,2440312,239607,966,81.48,0,Graduate,2787000,0,0,0,0
1134,Hatkanangle,Maharashtra,KANADE ANILKUMAR MAHADEV,M,GEN,37,BSP,27465,4,979460,1458560,10,67.15253401,2822143,2440312,239607,966,81.48,0,Graduate,4248459,0,0,0,0
1135,Hatkanangle,Maharashtra,MANE ARVIND BHIVA,M,GEN,43,BBM,3987,7,979460,1458560,10,67.15253401,2822143,2440312,239607,966,81.48,0,12th Pass,157000,0,0,0,0
1136,Hatkanangle,Maharashtra,PATIL UDAY PANDHARINATH,M,GEN,39,KM,3784,8,979460,1458560,10,67.15253401,2822143,2440312,239607,966,81.48,0,10th Pass,586956,0,0,0,0
1137,Hatkanangle,Maharashtra,BABURAO OMANNA KAMBLE ALIAS (B.O.),M,GEN,61,RSPS,1690,10,979460,1458560,10,67.15253401,2822143,2440312,239607,966,81.48,0,Graduate,90000,0,0,0,0
1138,Hingoli,Maharashtra,SUBHASH BAPURAO WANKHEDE,M,GEN,46,SHS,340148,1,817543,1369774,11,59.6845173,1177345,863199,127552,942,78.17,0,10th Pass,3488000,0,1,4,1
1139,Hingoli,Maharashtra,SURYAKANTA JAIWANTRAO PATIL,F,GEN,63,NCP,266514,2,817543,1369774,11,59.6845173,1177345,863199,127552,942,78.17,1,Graduate,10148451,1,0,1,0
1140,Hingoli,Maharashtra,DR. B.D. CHAVHAN,M,GEN,45,BSP,111357,3,817543,1369774,11,59.6845173,1177345,863199,127552,942,78.17,0,Post Graduate,9067000,0,0,0,0
1141,Hingoli,Maharashtra,NAIK MADHAVRAO BAHENARAO,M,GEN,65,BBM,52329,4,817543,1369774,11,59.6845173,1177345,863199,127552,942,78.17,0,Post Graduate,18087291,0,0,0,0
1143,Hingoli,Maharashtra,VINAYAK SHRIRAM BHISE,M,GEN,27,KM,8418,8,817543,1369774,11,59.6845173,1177345,863199,127552,942,78.17,0,12th Pass,778000,0,0,10,1
1144,Hingoli,Maharashtra,AJAS NOORMINYA,M,GEN,32,DESEP,2308,11,817543,1369774,11,59.6845173,1177345,863199,127552,942,78.17,0,10th Pass,60000,0,0,0,0
1145,Jalgaon,Maharashtra,A.T. NANA PATIL,M,GEN,47,BJP,343647,1,656573,1549391,13,42.37619813,4229917,3457615,560261,925,78.2,1,Graduate,103839607,0,1,0,0
1146,Jalgaon,Maharashtra,ADV. VASANTRAO JIVANRAO MORE,M,GEN,63,NCP,247627,2,656573,1549391,13,42.37619813,4229917,3457615,560261,925,78.2,0,Graduate Professional,15021341,0,0,1,0
1147,Jalgaon,Maharashtra,ADV. MATIN AHMED,M,GEN,38,BSP,12981,4,656573,1549391,13,42.37619813,4229917,3457615,560261,925,78.2,0,Graduate Professional,20000,0,0,1,0
1148,Jalgaon,Maharashtra,ATMARAM SURSING JADHAV (ENGG.),M,GEN,33,KKJHS,4735,6,656573,1549391,13,42.37619813,4229917,3457615,560261,925,78.2,0,12th Pass,143100,0,0,0,0
1149,Jalgaon,Maharashtra,JANGALU DEVRAM SHIRSATH,M,ST,65,HJP,3705,7,656573,1549391,13,42.37619813,4229917,3457615,560261,925,78.2,0,8th Pass,680000,0,0,0,0
1150,Jalgaon,Maharashtra,LAXMAN SHIVAJI SHIRSATH (PATIL),M,GEN,42,KM,2846,9,656573,1549391,13,42.37619813,4229917,3457615,560261,925,78.2,0,Others,133000,0,0,6,0
1151,Jalgaon,Maharashtra,JADHAV NATTHU SHANKAR,M,GEN,56,BBM,1931,11,656573,1549391,13,42.37619813,4229917,3457615,560261,925,78.2,0,10th Pass,60000,0,0,0,0
1152,Jalgaon,Maharashtra,NANNAWARE CHAITANYA PANDIT,M,SC,33,PRCP,1489,13,656573,1549391,13,42.37619813,4229917,3457615,560261,925,78.2,0,12th Pass,0,0,0,0,0
1153,Jalna,Maharashtra,DANVE RAOSAHEB DADARAO,M,GEN,56,BJP,350710,1,797131,1426255,19,55.8897953,1959046,1504641,274221,937,71.52,1,12th Pass,24271518,0,1,3,1
1154,Jalna,Maharashtra,DR. KALE KALYAN VAIJINATHRAO,M,GEN,46,INC,342228,2,797131,1426255,19,55.8897953,1959046,1504641,274221,937,71.52,0,Others,22155412,0,0,2,0
1155,Jalna,Maharashtra,RATHOD RAJPALSINH GABRUSINH,M,GEN,35,BSP,35976,3,797131,1426255,19,55.8897953,1959046,1504641,274221,937,71.52,0,Graduate,75000,0,0,0,0
1156,Jalna,Maharashtra,BHOJNE BABASAHEB SANGAM,M,GEN,37,RSPS,4621,7,797131,1426255,19,55.8897953,1959046,1504641,274221,937,71.52,0,Graduate,1450000,0,0,0,0
1157,Jalna,Maharashtra,AAPPASAHEB RADHAKISAN KUDHEKAR,M,GEN,29,KM,3917,9,797131,1426255,19,55.8897953,1959046,1504641,274221,937,71.52,0,12th Pass,555000,0,0,0,0
1158,Jalna,Maharashtra,SAYYAD MAKSUD NOOR,M,GEN,42,LJP,3793,10,797131,1426255,19,55.8897953,1959046,1504641,274221,937,71.52,0,Literate,241350,0,0,0,0
1159,Jalna,Maharashtra,KHARAT ASHOK RAMRAO,M,GEN,51,BBM,3136,11,797131,1426255,19,55.8897953,1959046,1504641,274221,937,71.52,0,Post Graduate,64000,0,0,0,0
1160,Jalna,Maharashtra,TAWAR KAILAS BHAUSAHEB,M,GEN,45,STBP,2920,12,797131,1426255,19,55.8897953,1959046,1504641,274221,937,71.52,0,Post Graduate,2351473,0,0,1,0
1162,Jalna,Maharashtra,SUBHASH FAKIRA SALVE,M,SC,43,ANC,2019,15,797131,1426255,19,55.8897953,1959046,1504641,274221,937,71.52,0,Graduate,169030,0,0,0,0
1163,Jalna,Maharashtra,KISAN BALVANTA BORDE,M,GEN,61,PRCP,1880,16,797131,1426255,19,55.8897953,1959046,1504641,274221,937,71.52,0,Graduate,3180000,0,0,0,0
1164,Jalna,Maharashtra,MISAL TUKARAM BABURAOJI,M,GEN,48,SP,1554,18,797131,1426255,19,55.8897953,1959046,1504641,274221,937,71.52,0,12th Pass,26275000,0,0,0,0
1165,Jalna,Maharashtra,RATNAPARKHE ARCHANA SUDHAKAR,F,SC,31,RPIE,1386,19,797131,1426255,19,55.8897953,1959046,1504641,274221,937,71.52,0,Not Given,50000,1,0,0,0
1166,Kalyan,Maharashtra,ANAND PRAKASH PARANJAPE,M,GEN,36,SHS,212476,1,544997,1588507,20,34.30875659,11060148,8716055,1355630,886,84.53,0,Post Graduate,11998220,0,1,1,0
1167,Kalyan,Maharashtra,DAVKHARE VASANT SHANKARRAO,M,GEN,59,NCP,188274,2,544997,1588507,20,34.30875659,11060148,8716055,1355630,886,84.53,0,Graduate,73061333,0,0,0,0
1168,Kalyan,Maharashtra,VAISHALI DAREKAR-RANE,F,GEN,34,MNS,102063,3,544997,1588507,20,34.30875659,11060148,8716055,1355630,886,84.53,0,Graduate,3301856,1,0,0,0
1169,Kalyan,Maharashtra,KHAN KAMRUDDIN A. GANI,M,GEN,50,BSP,15709,4,544997,1588507,20,34.30875659,11060148,8716055,1355630,886,84.53,0,5th Pass,1967711,0,0,0,0
1170,Kalyan,Maharashtra,ADV.S.S.SALVE RETIRED JUDGE,M,SC,63,BBM,3242,5,544997,1588507,20,34.30875659,11060148,8716055,1355630,886,84.53,0,Post Graduate,4450000,0,0,0,0
1171,Kalyan,Maharashtra,AZAMI MUHAMMAD MAROOF NASIM,M,GEN,42,RSPS,1777,10,544997,1588507,20,34.30875659,11060148,8716055,1355630,886,84.53,0,Literate,110000,0,0,1,0
1172,Kalyan,Maharashtra,SAYYAD HASINA MOHAMMED NASEEM,F,GEN,45,NBNP,1416,11,544997,1588507,20,34.30875659,11060148,8716055,1355630,886,84.53,0,5th Pass,122229,1,0,0,0
1175,Kalyan,Maharashtra,HRUDHAYNATH BAPU WAGHODE ALIAS BALABHAU,M,SC,29,KM,733,19,544997,1588507,20,34.30875659,11060148,8716055,1355630,886,84.53,0,12th Pass,388,0,0,0,0
1176,Kolhapur,Maharashtra,CHHATRAPATI SAMBHAJIRAJE SHAHU,M,GEN,38,NCP,383282,2,1029317,1583030,10,65.02195157,3876001,3379906,286558,957,81.51,1,Post Graduate,23839468,0,0,0,0
1177,Kolhapur,Maharashtra,DEVANE VIJAY SHAMRAO,M,GEN,50,SHS,172822,3,1029317,1583030,10,65.02195157,3876001,3379906,286558,957,81.51,0,Graduate,2893500,0,0,2,0
1178,Kolhapur,Maharashtra,KAMBLE SUHAS NIVRUTTI,M,ST,41,BSP,21805,4,1029317,1583030,10,65.02195157,3876001,3379906,286558,957,81.51,0,Others,58000,0,0,0,0
1179,Kolhapur,Maharashtra,KAMBLE MARUTI RAVALU,M,ST,34,BBM,3974,6,1029317,1583030,10,65.02195157,3876001,3379906,286558,957,81.51,0,12th Pass,851500,0,0,0,0
1180,Latur,Maharashtra,AWALE JAYWANT GANGARAM,M,SC,68,INC,372890,1,829488,1509987,18,54.93345307,2454196,2006984,367664,928,77.26,0,10th Pass,30485766,0,1,1,1
1181,Latur,Maharashtra,GAIKWAD SUNIL BALIRAM,M,SC,38,BJP,364915,2,829488,1509987,18,54.93345307,2454196,2006984,367664,928,77.26,1,Post Graduate,4050351,0,0,0,0
1182,Latur,Maharashtra,ADV. BABASAHEB SADASHIVRAO GAIKWAD,M,SC,49,BSP,34033,3,829488,1509987,18,54.93345307,2454196,2006984,367664,928,77.26,0,Graduate Professional,6727491,0,0,0,0
1184,Latur,Maharashtra,BABURAO SATYAWAN POTBHARE,M,SC,42,BBM,7682,5,829488,1509987,18,54.93345307,2454196,2006984,367664,928,77.26,0,10th Pass,1710000,0,0,1,0
1185,Latur,Maharashtra,T.M. KAMBLE,M,SC,52,RPI(D),4805,8,829488,1509987,18,54.93345307,2454196,2006984,367664,928,77.26,0,Post Graduate,3950000,0,0,0,0
1186,Latur,Maharashtra,SHRIKANT RAMRAO JEDHE,M,SC,61,RSPS,2748,11,829488,1509987,18,54.93345307,2454196,2006984,367664,928,77.26,0,Post Graduate,14320000,0,0,0,0
1187,Latur,Maharashtra,ARAK ASHOK VIKRAM,M,SC,34,KM,2307,12,829488,1509987,18,54.93345307,2454196,2006984,367664,928,77.26,0,Graduate,2690000,0,0,0,0
1188,Latur,Maharashtra,SAHEBRAO HARIBHAU WAGHMARE,M,SC,46,KKJHS,2176,13,829488,1509987,18,54.93345307,2454196,2006984,367664,928,77.26,0,Graduate,27500,0,0,0,0
1189,Latur,Maharashtra,V.K. ACHARYA,M,SC,57,PRCP,2008,14,829488,1509987,18,54.93345307,2454196,2006984,367664,928,77.26,0,Post Graduate,2853925,0,0,0,0
1190,Latur,Maharashtra,BANSODE RAGHUNATH WAGHOJI,M,SC,41,PRBP,1601,16,829488,1509987,18,54.93345307,2454196,2006984,367664,928,77.26,0,12th Pass,1000000,0,0,0,0
1191,Latur,Maharashtra,RAMKUMAR  RAIWADIKAR,M,SC,41,SWJP,1593,17,829488,1509987,18,54.93345307,2454196,2006984,367664,928,77.26,0,Post Graduate,615000,0,0,0,0
1193,Madha,Maharashtra,PAWAR SHARADCHANDRA GOVINDRAO,M,GEN,68,NCP,530596,1,920314,1558442,15,59.05346493,3003741,2691952,146970,988,82.87,0,10th Pass,87238434,0,1,0,0
1194,Madha,Maharashtra,DESHMUKH SUBHASH SURESHCHANDRA,M,GEN,50,BJP,216137,2,920314,1558442,15,59.05346493,3003741,2691952,146970,988,82.87,0,10th Pass,177011757,0,0,1,0
1197,Madha,Maharashtra,RAMCHANDRA NARAYAN KACCHAVE,M,GEN,40,KKJHS,3271,9,920314,1558442,15,59.05346493,3003741,2691952,146970,988,82.87,0,Graduate Professional,1225000,0,0,0,0
1198,Madha,Maharashtra,SASTE KAKASAHEB MAHADEO,M,GEN,48,KM,2415,12,920314,1558442,15,59.05346493,3003741,2691952,146970,988,82.87,0,5th Pass,410000,0,0,0,0
1199,Madha,Maharashtra,CHAVAN SUBHASH VITTHAL,M,GEN,34,BBM,1787,13,920314,1558442,15,59.05346493,3003741,2691952,146970,988,82.87,0,Literate,0,0,0,0,0
1200,Madha,Maharashtra,AYU GAIKWAD SATISH SUGRAV,M,GEN,28,PRCP,1619,14,920314,1558442,15,59.05346493,3003741,2691952,146970,988,82.87,0,10th Pass,0,0,0,0,0
1201,Maval,Maharashtra,BABAR GAJANAN DHARMSHI,M,GEN,66,SHS,364857,1,717773,1604886,18,44.72423586,9429408,8090254,673704,915,86.15,0,Literate,67831434,0,1,7,0
1202,Maval,Maharashtra,PANSARE AZAM FAKEERBHAI,M,GEN,48,NCP,284238,2,717773,1604886,18,44.72423586,9429408,8090254,673704,915,86.15,0,12th Pass,216148183,0,0,0,0
1203,Maval,Maharashtra,MISHRA UMAKANT RAMESHWAR,M,GEN,36,BSP,20455,3,717773,1604886,18,44.72423586,9429408,8090254,673704,915,86.15,0,8th Pass,2017036,0,0,0,0
1204,Maval,Maharashtra,AYU. DEEPALI NIVRUTTI CHAVAN,F,SC,35,PRCP,2288,10,717773,1604886,18,44.72423586,9429408,8090254,673704,915,86.15,0,Post Graduate,0,1,0,0,0
1205,Maval,Maharashtra,PRADIP PANDURANG KOCHAREKAR,M,GEN,49,RSPS,1563,13,717773,1604886,18,44.72423586,9429408,8090254,673704,915,86.15,0,Literate,430000,0,0,0,0
1206,Maval,Maharashtra,ADV.SHIVSHANKAR DATTATRAY SHINDE,M,GEN,31,KM,1411,15,717773,1604886,18,44.72423586,9429408,8090254,673704,915,86.15,0,Graduate Professional,2000000,0,0,0,0
1218,Mumbai North,Maharashtra,SANJAY BRIJKISHORLAL NIRUPAM,M,GEN,44,INC,255157,1,685454,1608924,23,42.60325534,3085411,1873762,773173,832,89.21,1,Graduate,22417801,0,1,5,0
1219,Mumbai North,Maharashtra,RAM NAIK,M,GEN,74,BJP,249378,2,685454,1608924,23,42.60325534,3085411,1873762,773173,832,89.21,0,Graduate Professional,29057942,0,0,3,0
1220,Mumbai North,Maharashtra,PARKAR SHIRISH LAXMAN,M,GEN,45,MNS,147502,3,685454,1608924,23,42.60325534,3085411,1873762,773173,832,89.21,0,Post Graduate,21336417,0,0,5,1
1221,Mumbai North,Maharashtra,LAKHMENDRA KHURANA,M,GEN,51,BSP,7203,4,685454,1608924,23,42.60325534,3085411,1873762,773173,832,89.21,0,Graduate,82431507,0,0,1,0
1222,Mumbai North,Maharashtra,USMAN THIM,M,GEN,41,SP,5315,5,685454,1608924,23,42.60325534,3085411,1873762,773173,832,89.21,0,Literate,13455765,0,0,0,0
1223,Mumbai North,Maharashtra,DR. LEO REBELLO,M,GEN,58,BBM,1532,9,685454,1608924,23,42.60325534,3085411,1873762,773173,832,89.21,0,Doctorate,7811750,0,0,0,0
1224,Mumbai North,Maharashtra,RAJENDRA J. THACKER,M,GEN,51,PRPI,1458,10,685454,1608924,23,42.60325534,3085411,1873762,773173,832,89.21,0,Post Graduate,23840200,0,0,0,0
1225,Mumbai North,Maharashtra,RAMESH KUMAR R. SINGH,M,GEN,40,SBSP,1124,12,685454,1608924,23,42.60325534,3085411,1873762,773173,832,89.21,0,10th Pass,108000,0,0,0,0
1226,Mumbai North,Maharashtra,KAILAS KATHAJI CHAVAN,M,SC,36,PRCP,1047,14,685454,1608924,23,42.60325534,3085411,1873762,773173,832,89.21,0,Literate,5200000,0,0,0,0
1227,Mumbai North,Maharashtra,SANGEETA SHETTY LOKHANDE,F,GEN,38,PPIS,578,19,685454,1608924,23,42.60325534,3085411,1873762,773173,832,89.21,0,5th Pass,307951,1,0,0,0
1228,Mumbai North central,Maharashtra,DUTT PRIYA SUNIL,F,GEN,42,INC,319352,1,664661,1681985,19,39.51646418,3085411,1873762,773173,832,89.21,1,Graduate,349576448,1,1,0,0
1229,Mumbai North central,Maharashtra,MAHESH RAM JETHMALANI,M,GEN,52,BJP,144797,2,664661,1681985,19,39.51646418,3085411,1873762,773173,832,89.21,0,Post Graduate,140883807,0,0,0,0
1230,Mumbai North central,Maharashtra,SHILPA ATUL SARPOTDAR,F,GEN,41,MNS,132546,3,664661,1681985,19,39.51646418,3085411,1873762,773173,832,89.21,0,Graduate,32823398,1,0,0,0
1231,Mumbai North central,Maharashtra,EBRAHIM SHAIKH,M,GEN,61,BSP,43425,4,664661,1681985,19,39.51646418,3085411,1873762,773173,832,89.21,0,Literate,256980315,0,0,2,0
1232,Mumbai North central,Maharashtra,SUREKHA  PEVEKAR,F,GEN,38,RSPS,7085,5,664661,1681985,19,39.51646418,3085411,1873762,773173,832,89.21,0,10th Pass,16000,1,0,0,0
1233,Mumbai North central,Maharashtra,MOHD. SHAHID,M,GEN,37,IBSP,1780,8,664661,1681985,19,39.51646418,3085411,1873762,773173,832,89.21,0,10th Pass,16234,0,0,0,0
1234,Mumbai North central,Maharashtra,JAYESH JASHWANTRAI BHAYANI,M,GEN,45,THPI,1641,10,664661,1681985,19,39.51646418,3085411,1873762,773173,832,89.21,0,Others,3543364,0,0,0,0
1235,Mumbai North central,Maharashtra,BHOSALE NITIN GANGARAM,M,SC,35,RPIE,1319,12,664661,1681985,19,39.51646418,3085411,1873762,773173,832,89.21,0,8th Pass,50000,0,0,0,0
1236,Mumbai North central,Maharashtra,MOHAMMAD RAFIQUE QURESHI,M,GEN,28,NBNP,641,16,664661,1681985,19,39.51646418,3085411,1873762,773173,832,89.21,0,8th Pass,82000,0,0,0,0
1237,Mumbai North East,Maharashtra,SANJAY DINA PATIL,M,GEN,40,NCP,213505,1,667932,1572890,16,42.46527093,3085411,1873762,773173,832,89.21,0,Graduate,4323503,0,1,2,0
1238,Mumbai North East,Maharashtra,KIRIT SOMAIYA,M,GEN,55,BJP,210572,2,667932,1572890,16,42.46527093,3085411,1873762,773173,832,89.21,0,Doctorate,47881269,0,0,8,1
1239,Mumbai North East,Maharashtra,SHISHIR SHINDE,M,GEN,55,MNS,195148,3,667932,1572890,16,42.46527093,3085411,1873762,773173,832,89.21,0,10th Pass,16838000,0,0,7,1
1240,Mumbai North East,Maharashtra,ASHOK CHANDRAPAL SINGH,M,GEN,45,BSP,24934,4,667932,1572890,16,42.46527093,3085411,1873762,773173,832,89.21,0,Graduate,22726806,0,0,0,0
1241,Mumbai North East,Maharashtra,KOKARE SANJAY DHAKU,M,GEN,43,BBM,5612,5,667932,1572890,16,42.46527093,3085411,1873762,773173,832,89.21,0,10th Pass,1430000,0,0,0,0
1242,Mumbai North East,Maharashtra,MANISHA MUKESH GADE,F,SC,34,KKJHS,1900,8,667932,1572890,16,42.46527093,3085411,1873762,773173,832,89.21,0,Post Graduate,6200000,1,0,0,0
1243,Mumbai North East,Maharashtra,VISHWANATH DATTU PATIL,M,GEN,43,RSPS,1453,11,667932,1572890,16,42.46527093,3085411,1873762,773173,832,89.21,0,8th Pass,149865,0,0,0,0
1244,Mumbai North West,Maharashtra,AD.KAMAT GURUDAS VASANT,M,GEN,54,INC,253920,1,707157,1604992,21,44.05984578,3085411,1873762,773173,832,89.21,1,Graduate Professional,63926963,0,1,0,0
1245,Mumbai North West,Maharashtra,GAJANAN KIRTIKAR,M,GEN,65,SHS,215533,2,707157,1604992,21,44.05984578,3085411,1873762,773173,832,89.21,0,Graduate,32690000,0,0,0,0
1246,Mumbai North West,Maharashtra,THAKARE SHALINI JITENDRA,F,GEN,40,MNS,124000,3,707157,1604992,21,44.05984578,3085411,1873762,773173,832,89.21,0,Post Graduate,31786804,1,0,0,0
1247,Mumbai North West,Maharashtra,ABU ASIM AZMI,M,GEN,53,SP,84412,4,707157,1604992,21,44.05984578,3085411,1873762,773173,832,89.21,0,Graduate,1247388991,0,0,7,1
1248,Mumbai North West,Maharashtra,ATHAR SIDDIQUI,M,GEN,51,BSP,9723,5,707157,1604992,21,44.05984578,3085411,1873762,773173,832,89.21,0,Graduate,39480000,0,0,0,0
1249,Mumbai North West,Maharashtra,AGGARWAL RISHI DHARAMPAL,M,GEN,34,JGP,3302,6,707157,1604992,21,44.05984578,3085411,1873762,773173,832,89.21,0,Graduate,75000,0,0,0,0
1250,Mumbai North West,Maharashtra,JADHAV BHIKAJI GANGARAM,M,GEN,48,KKJHS,1496,9,707157,1604992,21,44.05984578,3085411,1873762,773173,832,89.21,0,Literate,640000,0,0,0,0
1251,Mumbai North West,Maharashtra,VAIJANATH SANGRAM GAIKWAD,M,GEN,37,BBM,1253,12,707157,1604992,21,44.05984578,3085411,1873762,773173,832,89.21,0,10th Pass,330000,0,0,0,0
1252,Mumbai North West,Maharashtra,TAWADE DILIP NARAYAN,M,GEN,51,AIFB,1161,13,707157,1604992,21,44.05984578,3085411,1873762,773173,832,89.21,0,8th Pass,495036,0,0,0,0
1253,Mumbai North West,Maharashtra,PAWAR SUBHASH PANDURANG,M,GEN,37,PRCP,529,20,707157,1604992,21,44.05984578,3085411,1873762,773173,832,89.21,0,5th Pass,3375000,0,0,0,0
1254,Mumbai South central,Maharashtra,EKNATH M. GAIKWAD,M,GEN,69,INC,257523,1,598853,1515899,23,39.5048087,3085411,1873762,773173,860,89.91,0,10th Pass,2195416,0,1,0,0
1255,Mumbai South central,Maharashtra,SURESH ANANT GAMBHIR,M,GEN,65,SHS,181817,2,598853,1515899,23,39.5048087,3085411,1873762,773173,860,89.91,1,10th Pass,23513921,0,0,7,0
1256,Mumbai South central,Maharashtra,SHWETA VIVEK PARULKAR,F,GEN,42,MNS,108341,3,598853,1515899,23,39.5048087,3085411,1873762,773173,860,89.91,0,Post Graduate,185831724,1,0,0,0
1258,Mumbai South central,Maharashtra,RAJENDRA GANPAT JADHAV,M,SC,34,PRCP,5986,5,598853,1515899,23,39.5048087,3085411,1873762,773173,860,89.91,0,8th Pass,0,0,0,0,0
1259,Mumbai South central,Maharashtra,AD. ANARYA PUNDALIK PAWAR,M,SC,32,BBM,4844,6,598853,1515899,23,39.5048087,3085411,1873762,773173,860,89.91,0,Post Graduate,388858,0,0,3,0
1260,Mumbai South central,Maharashtra,IQBAL MOHAMMAD SAYYAD,M,GEN,54,RJD,4025,7,598853,1515899,23,39.5048087,3085411,1873762,773173,860,89.91,0,Graduate Professional,12617000,0,0,0,0
1261,Mumbai South central,Maharashtra,DR. AKALPITA  PARANJPE,F,GEN,61,BUDM,2945,8,598853,1515899,23,39.5048087,3085411,1873762,773173,860,89.91,0,Doctorate,22020000,1,0,0,0
1262,Mumbai South central,Maharashtra,MOHHAMMED USMAN SHAIKH,M,GEN,36,BMSM,1077,14,598853,1515899,23,39.5048087,3085411,1873762,773173,860,89.91,0,10th Pass,250000,0,0,0,0
1263,Mumbai South central,Maharashtra,KAMAL NARAYAN WAGHDARE,F,GEN,41,RP(K),970,15,598853,1515899,23,39.5048087,3085411,1873762,773173,860,89.91,0,5th Pass,0,0,0,0,0
1264,Mumbai South central,Maharashtra,KISHOR BHAGWAN JAGTAP,M,SC,41,RSPS,612,20,598853,1515899,23,39.5048087,3085411,1873762,773173,860,89.91,0,Graduate,1500,0,0,0,0
1265,Mumbai South central,Maharashtra,GARUD MILIND MADHAV (M.G.),M,SC,44,RPIE,526,22,598853,1515899,23,39.5048087,3085411,1873762,773173,860,89.91,0,5th Pass,65000,0,0,0,0
1266,Mumbai South central,Maharashtra,KARAM HUSSAIN KHAN,M,GEN,36,NLHP,525,23,598853,1515899,23,39.5048087,3085411,1873762,773173,860,89.91,0,5th Pass,876000,0,0,0,0
1267,Nagpur,Maharashtra,MUTTEMWAR VILASRAO BABURAOJI,M,GEN,60,INC,315148,1,755684,1738920,27,43.45708831,4653570,3492202,390974,951,88.39,1,Graduate,15302294,0,1,0,0
1268,Nagpur,Maharashtra,PUROHIT BANWARILAL BHAGWANDAS,M,GEN,69,BJP,290749,2,755684,1738920,27,43.45708831,4653570,3492202,390974,951,88.39,0,Graduate,83512197,0,0,4,1
1269,Nagpur,Maharashtra,ENGINEER MANIKRAO VAIDYA,M,GEN,56,BSP,118741,3,755684,1738920,27,43.45708831,4653570,3492202,390974,951,88.39,0,Graduate Professional,12506700,0,0,0,0
1270,Nagpur,Maharashtra,DR. YASHWANT MANOHAR,M,GEN,66,BBM,4455,4,755684,1738920,27,43.45708831,4653570,3492202,390974,951,88.39,0,Doctorate,5512000,0,0,0,0
1271,Nagpur,Maharashtra,DILIP MANGAL MADAVI,M,ST,44,GGP,2522,7,755684,1738920,27,43.45708831,4653570,3492202,390974,951,88.39,0,12th Pass,2006000,0,0,0,0
1272,Nagpur,Maharashtra,ARUN SHAMRAO JOSHI,M,GEN,58,ABHM,2257,8,755684,1738920,27,43.45708831,4653570,3492202,390974,951,88.39,0,Post Graduate,8878467,0,0,0,0
1273,Nagpur,Maharashtra,KUMBHARE SULEKHA NARAYAN,F,SC,49,BREM,1010,13,755684,1738920,27,43.45708831,4653570,3492202,390974,951,88.39,0,Graduate Professional,5250000,1,0,0,0
1274,Nagpur,Maharashtra,MEHMOOD KHAN RAHEEM KHAN,M,GEN,27,DESEP,806,16,755684,1738920,27,43.45708831,4653570,3492202,390974,951,88.39,0,Graduate,2465000,0,0,0,0
